CVE ID,Title,Description,CVSS v3.1 Score,Vendor,Product,datePublished,Attempted Exploitation,Reference,CWE,CWE-N
CVE-2024-42640,,"angular-base64-upload prior to v0.1.21 is vulnerable to unauthenticated remote code execution via demo/server.php. Exploiting this vulnerability allows an attacker to upload arbitrary content to the server, which can subsequently be accessed through demo/uploads. This leads to the execution of previously uploaded content and enables the attacker to achieve code execution on the server. NOTE: This vulnerability only affects products that are no longer supported by the maintainer.",,n/a,n/a,2024-10-11T00:00:00,Yes,2.0,CWE-434,1.0
CVE-2024-4367,,"A type check was missing when handling fonts in PDF.js, which would allow arbitrary JavaScript execution in the PDF.js context. This vulnerability affects Firefox < 126, Firefox ESR < 115.11, and Thunderbird < 115.11.",,Mozilla,Firefox,2024-05-14T17:21:23.486Z,yes,11.0,CWE-754,1.0
CVE-2024-44541,,"evilnapsis Inventio Lite Versions v4 and before is vulnerable to SQL Injection via the ""username"" parameter in ""/?action=processlogin.""",,n/a,n/a,2024-09-11T00:00:00,Yes,2.0,CWE-89,1.0
CVE-2024-44762,,A discrepancy in error messages for invalid login attempts in Webmin Usermin v2.100 allows attackers to enumerate valid user accounts.,,n/a,n/a,2024-10-16T00:00:00,Yes,1.0,CWE-209,1.0
CVE-2024-45440,,core/authorize.php in Drupal 11.x-dev allows Full Path Disclosure (even when error logging is None) if the value of hash_salt is file_get_contents of a file that does not exist.,,Drupal,Drupal core,2024-08-29T00:00:00,Yes,1.0,CWE-209,1.0
CVE-2024-48445,,"An issue in compop.ca ONLINE MALL v.3.5.3 allows a remote attacker to execute arbitrary code via the rid, tid, et, and ts parameters.",,n/a,n/a,2025-02-04T00:00:00.000Z,Yes,1.0,CWE-287,1.0
CVE-2024-48827,,An issue in sbondCo Watcharr v.1.43.0 allows a remote attacker to execute arbitrary code and escalate privileges via the Change Password function.,,n/a,n/a,2024-10-11T00:00:00,yes,3.0,CWE-613,1.0
CVE-2024-48839,"Remote Code Execution, RCE","Improper Input Validation vulnerability allows Remote Code Execution. 
Affected products:


ABB ASPECT - Enterprise v3.08.02; 
NEXUS Series v3.08.02; 
MATRIX Series v3.08.02",10,ABB,ASPECT-Enterprise,2024-12-05T12:37:28.554Z,yes,1.0,CWE-94,1.0
CVE-2024-48840,Unauthorized Access,"Unauthorized Access vulnerabilities allow Remote Code Execution. 
Affected products:


ABB ASPECT - Enterprise v3.08.02; 
NEXUS Series v3.08.02; 
MATRIX Series v3.08.02",10,ABB,ASPECT-Enterprise,2024-12-05T12:38:46.342Z,Yes,1.0,CWE-94,1.0
CVE-2024-48841,Remote Code Execution (RCE) Vulnerabilities,"Network access can be used to execute arbitrary code with elevated privileges. 





This
issue affects FLXEON 9.3.4 and older.",10,ABB,FLXEON,2025-01-27T19:25:44.530Z,yes,1.0,CWE-77,1.0
CVE-2024-48844,"Denial of Service, DoS","Denial of Service vulnerabilities where found providing a potiential for device service disruptions. 
Affected products:


ABB ASPECT - Enterprise v3.08.02; 
NEXUS Series v3.08.02; 
MATRIX Series v3.08.02",7.7,ABB,ASPECT-Enterprise,2024-12-05T12:41:12.507Z,yes,1.0,CWE-770,1.0
CVE-2024-48845,Weak Password Rules/Strength,"Weak Password  Reset Rules vulnerabilities where found providing a potiential for the storage of weak passwords that could  facilitate unauthorized admin/application access. 
Affected products:


ABB ASPECT - Enterprise v3.07.02; 
NEXUS Series v3.07.02; 
MATRIX Series v3.07.02",9.4,ABB,ASPECT-Enterprise,2024-12-05T12:42:14.225Z,yes,1.0,CWE-521,1.0
CVE-2024-48846,"Cross Side Request Forgery, CSRF","Cross Site Request Forgery vulnerabilities where found providing a potiential for exposing sensitive information or changing system settings. 
Affected products:


ABB ASPECT - Enterprise v3.08.02; 
NEXUS Series v3.08.02; 
MATRIX Series v3.08.02",7.1,ABB,ASPECT-Enterprise,2024-12-05T12:43:20.544Z,yes,1.0,CWE-352,1.0
CVE-2024-48849,Authentication and Authorization Issues,Missing Origin Validation in WebSockets vulnerability in FLXEON. Session management was not sufficient to prevent unauthorized HTTPS requests. This issue affects FLXEON: through <= 9.3.4.,9.4,ABB,FLXEON,2025-01-29T18:23:59.435Z,yes,1.0,CWE-1385,1.0
CVE-2024-48852,Information disclosures,"Insertion of Sensitive Information into Log File vulnerability observed in FLEXON. Some information may be improperly disclosed through https access.
 

This issue affects FLXEON through <= 9.3.4.",9.4,ABB,FLXEON,2025-01-29T18:59:02.432Z,yes,1.0,CWE-532,1.0
CVE-2024-49138,Windows Common Log File System Driver Elevation of Privilege Vulnerability,,7.8,Microsoft,Windows 10 Version 1809,2024-12-10T17:49:48.419Z,yes,2.0,CWE-122,1.0
CVE-2024-51378,,"getresetstatus in dns/views.py and ftp/views.py in CyberPanel (aka Cyber Panel) before 1c0c6cb allows remote attackers to bypass authentication and execute arbitrary commands via /dns/getresetstatus or /ftp/getresetstatus by bypassing secMiddleware (which is only for a POST request) and using shell metacharacters in the statusfile property, as exploited in the wild in October 2024 by PSAUX. Versions through 2.3.6 and (unpatched) 2.3.7 are affected.",10,n/a,n/a,2024-10-29T00:00:00.000Z,yes,2.0,CWE-78,2.0
CVE-2024-51463,IBM i server-side request forgery,"IBM i 7.3, 7.4, and 7.5 

is vulnerable to server-side request forgery (SSRF). This may allow an authenticated attacker to send unauthorized requests from the system, potentially leading to network enumeration or facilitating other attacks.",5.4,IBM,i,2024-12-21T13:46:01.436Z,yes,1.0,CWE-918,1.0
CVE-2024-51464,IBM i authentication bypass,"IBM i 7.3, 7.4, and 7.5 is vulnerable to bypassing Navigator for i interface restrictions.  By sending a specially crafted request, an authenticated attacker could exploit this vulnerability to remotely perform operations that the user is not allowed to perform when using Navigator for i.",4.3,IBM,i,2024-12-21T13:44:59.157Z,yes,1.0,CWE-288,1.0
CVE-2024-51546,Credentails Disclosure,"Credentials Disclosure vulnerabilities allow access to on board project back-up bundles. 
Affected products:


ABB ASPECT - Enterprise v3.08.02; 
NEXUS Series v3.08.02; 
MATRIX Series v3.08.02",7.5,ABB,ASPECT-Enterprise,2024-12-05T12:51:39.054Z,yes,1.0,CWE-522,2.0
CVE-2024-51550,Data Validation / Sanitization,"Data Validation / Data Sanitization  vulnerabilities in Linux allows unvalidated and unsanitized data to be injected in an Aspect device. 
Affected products:


ABB ASPECT - Enterprise v3.08.02; 
NEXUS Series v3.08.02; 
MATRIX Series v3.08.02",10,ABB,ASPECT-Enterprise,2024-12-05T12:56:07.332Z,yes,1.0,CWE-1287,2.0
CVE-2024-51774,,qBittorrent before 5.0.1 proceeds with use of https URLs even after certificate validation errors.,,n/a,n/a,2024-11-02T00:00:00,yes,3.0,CWE-295,1.0
CVE-2024-55889,phpMyFAQ Vulnerable to Unintended File Download Triggered by Embedded Frames,"phpMyFAQ is an open source FAQ web application. Prior to version 3.2.10, a vulnerability exists in the FAQ Record component where a privileged attacker can trigger a file download on a victim's machine upon page visit by embedding it in an <iframe> element without user interaction or explicit consent. Version 3.2.10 fixes the issue.",4.9,thorsten,phpMyFAQ,2024-12-13T13:44:57.630Z,yes,2.0,CWE-451,1.0
CVE-2024-6387,Openssh: regresshion - race condition in ssh allows rce/dos,"A security regression (CVE-2006-5051) was discovered in OpenSSH's server (sshd). There is a race condition which can lead sshd to handle some signals in an unsafe manner. An unauthenticated, remote attacker may be able to trigger it by failing to authenticate within a set time period.",8.1,,,2024-07-01T12:37:25.431Z,yes,79.0,CWE-362,2.0
CVE-2025-0282,,"A stack-based buffer overflow in Ivanti Connect Secure before version 22.7R2.5, Ivanti Policy Secure before version 22.7R1.2, and Ivanti Neurons for ZTA gateways before version 22.7R2.3 allows a remote unauthenticated attacker to achieve remote code execution.",9,Ivanti,Connect Secure,2025-01-08T22:15:09.386Z,Yes,1.0,CWE-787,2.0
CVE-2025-0868,Remote Code Execution in DocsGPT,"A vulnerability, that could result in Remote Code Execution (RCE), has been found in DocsGPT. Due to improper parsing of JSON data using eval() an unauthorized attacker could send arbitrary Python code to be executed via /api/remote endpoint.

This issue affects DocsGPT: from 0.8.1 through 0.12.0.",,Arc53,DocsGPT,2025-02-20T11:26:11.784Z,Yes,3.0,CWE-77,1.0
CVE-2025-24054,NTLM Hash Disclosure Spoofing Vulnerability,,6.5,Microsoft,Windows 10 Version 1809,2025-03-11T16:59:09.963Z,,,,
CVE-2025-24813,Apache Tomcat: Potential RCE and/or information disclosure and/or information corruption with partial PUT,"Path Equivalence: 'file.Name' (Internal Dot) leading to Remote Code Execution and/or Information disclosure and/or malicious content added to uploaded files via write enabled Default Servlet in Apache Tomcat.

This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.2, from 10.1.0-M1 through 10.1.34, from 9.0.0.M1 through 9.0.98.

If all of the following were true, a malicious user was able to view       security sensitive files and/or inject content into those files:
- writes enabled for the default servlet (disabled by default)
- support for partial PUT (enabled by default)
- a target URL for security sensitive uploads that was a sub-directory of a target URL for public uploads
- attacker knowledge of the names of security sensitive files being uploaded
- the security sensitive files also being uploaded via partial PUT

If all of the following were true, a malicious user was able to       perform remote code execution:
- writes enabled for the default servlet (disabled by default)
- support for partial PUT (enabled by default)
- application was using Tomcat's file based session persistence with the default storage location
- application included a library that may be leveraged in a deserialization attack

Users are recommended to upgrade to version 11.0.3, 10.1.35 or 9.0.99, which fixes the issue.",,Apache Software Foundation,Apache Tomcat,2025-03-10T16:44:03.715Z,Yes,1.0,CWE-706,3.0
CVE-2025-24893,Remote code execution as guest via SolrSearchMacros request in xwiki,"XWiki Platform is a generic wiki platform offering runtime services for applications built on top of it. Any guest can perform arbitrary remote code execution through a request to `SolrSearch`. This impacts the confidentiality, integrity and availability of the whole XWiki installation. To reproduce on an instance, without being logged in, go to `<host>/xwiki/bin/get/Main/SolrSearch?media=rss&text=%7D%7D%7D%7B%7Basync%20async%3Dfalse%7D%7D%7B%7Bgroovy%7D%7Dprintln%28""Hello%20from""%20%2B%20""%20search%20text%3A""%20%2B%20%2823%20%2B%2019%29%29%7B%7B%2Fgroovy%7D%7D%7B%7B%2Fasync%7D%7D%20`. If there is an output, and the title of the RSS feed contains `Hello from search text:42`, then the instance is vulnerable. This vulnerability has been patched in XWiki 15.10.11, 16.4.1 and 16.5.0RC1. Users are advised to upgrade. Users unable to upgrade may edit `Main.SolrSearchMacros` in `SolrSearchMacros.xml` on line 955 to match the `rawResponse` macro in `macros.vm#L2824` with a content type of `application/xml`, instead of simply outputting the content of the feed.",9.8,xwiki,xwiki-platform,2025-02-20T19:19:10.597Z,Yes,5.0,CWE-95,1.0
CVE-2025-29306,,An issue in FoxCMS v.1.2.5 allows a remote attacker to execute arbitrary code via the case display page in the index.html component.,,n/a,n/a,2025-03-27T00:00:00.000Z,Yes,1.0,CWE-94,1.0
CVE-2025-29927,Authorization Bypass in Next.js Middleware,"Next.js is a React framework for building full-stack web applications. Prior to 14.2.25 and 15.2.3, it is possible to bypass authorization checks within a Next.js application, if the authorization check occurs in middleware. If patching to a safe version is infeasible, it is recommend that you prevent external user requests which contain the x-middleware-subrequest header from reaching your Next.js application. This vulnerability is fixed in 14.2.25 and 15.2.3.",9.1,vercel,next.js,2025-03-21T14:34:49.570Z,Yes,5.0,CWE-285,1.0
CVE-2025-30208,Vite bypasses server.fs.deny when using `?raw??`,"Vite, a provider of frontend development tooling, has a vulnerability in versions prior to 6.2.3, 6.1.2, 6.0.12, 5.4.15, and 4.5.10. `@fs` denies access to files outside of Vite serving allow list. Adding `?raw??` or `?import&raw??` to the URL bypasses this limitation and returns the file content if it exists. This bypass exists because trailing separators such as `?` are removed in several places, but are not accounted for in query string regexes. The contents of arbitrary files can be returned to the browser. Only apps explicitly exposing the Vite dev server to the network (using `--host` or `server.host` config option) are affected. Versions 6.2.3, 6.1.2, 6.0.12, 5.4.15, and 4.5.10 fix the issue.",5.3,vitejs,vite,2025-03-24T17:03:40.728Z,Yes,6.0,CWE-200,2.0
CVE-2025-31131,Path Traversal allowing arbitrary read of files in Yeswiki,"YesWiki is a wiki system written in PHP. The squelette parameter is vulnerable to path traversal attacks, enabling read access to arbitrary files on the server. This vulnerability is fixed in 4.5.2.",8.6,YesWiki,yeswiki,2025-04-01T14:56:45.222Z,Yes,2.0,CWE-22,1.0
CVE-2025-31408,WordPress Zoho Flow plugin <= 2.13.3 - Broken Access Control vulnerability,Missing Authorization vulnerability in Zoho Flow allows Exploiting Incorrectly Configured Access Control Security Levels.This issue affects Zoho Flow: from n/a through 2.13.3.,4.3,Zoho Flow,Zoho Flow,2025-04-01T13:07:54.459Z,no,1.0,CWE-862,1.0
CVE-2025-31409,WordPress Bridge Core plugin < 3.3.1 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in NotFound Bridge Core allows Stored XSS. This issue affects Bridge Core: from n/a through n/a.,6.5,NotFound,Bridge Core,2025-04-01T05:32:24.989Z,no,1.0,CWE-79,1.0
CVE-2025-31410,WordPress WP Church Donation plugin <= 1.7 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Ashish Ajani WP Church Donation allows Cross Site Request Forgery.This issue affects WP Church Donation: from n/a through 1.7.,4.3,Ashish Ajani,WP Church Donation,2025-03-31T08:29:07.022Z,no,1.0,CWE-352,1.0
CVE-2025-31412,WordPress JetProductGallery plugin <= 2.1.22 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in NotFound JetProductGallery allows DOM-Based XSS. This issue affects JetProductGallery: from n/a through 2.1.22.,6.5,NotFound,JetProductGallery,2025-03-31T06:07:11.670Z,no,1.0,CWE-79,1.0
CVE-2025-31414,WordPress Cost Calculator Builder plugin <= 3.2.65 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Stylemix Cost Calculator Builder allows Stored XSS. This issue affects Cost Calculator Builder: from n/a through 3.2.65.,6.5,Stylemix,Cost Calculator Builder,2025-03-31T06:07:11.895Z,no,1.0,CWE-79,1.0
CVE-2025-31415,WordPress YayExtra <= 1.5.2 - Broken Access Control Vulnerability,Missing Authorization vulnerability in YayCommerce YayExtra allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects YayExtra: from n/a through 1.5.2.,7.6,YayCommerce,YayExtra,2025-04-01T05:31:42.561Z,no,1.0,CWE-862,1.0
CVE-2025-31417,WordPress WP Docs plugin < 2.2.7 - Broken Access Control vulnerability,Missing Authorization vulnerability in Fahad Mahmood WP Docs allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects WP Docs: from n/a through n/a.,4.3,Fahad Mahmood,WP Docs,2025-03-31T06:06:30.692Z,no,1.0,CWE-862,1.0
CVE-2025-31419,WordPress Churel plugin <= 1.0.8 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Themeix Churel allows DOM-Based XSS.This issue affects Churel: from n/a through 1.0.8.,6.5,Themeix,Churel,2025-03-31T10:50:01.087Z,no,1.0,CWE-79,1.0
CVE-2025-31431,WordPress WP Bookmarks plugin <= 1.1 - Reflected Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in NotFound WP Bookmarks allows Reflected XSS. This issue affects WP Bookmarks: from n/a through 1.1.,7.1,NotFound,WP Bookmarks,2025-04-01T20:58:09.812Z,no,1.0,CWE-79,1.0
CVE-2025-31432,WordPress Pop-Up Chop Chop <= 2.1.7 - Local File Inclusion Vulnerability,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion') vulnerability in Chop Chop Pop-Up Chop Chop allows PHP Local File Inclusion. This issue affects Pop-Up Chop Chop: from n/a through 2.1.7.,7.5,Chop Chop,Pop-Up Chop Chop,2025-03-28T11:54:22.227Z,no,1.0,CWE-98,1.0
CVE-2025-31433,WordPress Magic Embeds <= 3.1.2 - Cross Site Scripting (XSS) Vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Miguel Sirvent Magic Embeds allows Stored XSS. This issue affects Magic Embeds: from n/a through 3.1.2.,6.5,Miguel Sirvent,Magic Embeds,2025-03-28T11:54:21.570Z,no,1.0,CWE-79,1.0
CVE-2025-31434,WordPress FormLift for Infusionsoft Web Forms <= 7.5.19 - Cross Site Scripting (XSS) Vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Adrian Tobey FormLift for Infusionsoft Web Forms allows Stored XSS. This issue affects FormLift for Infusionsoft Web Forms: from n/a through 7.5.19.,6.5,Adrian Tobey,FormLift for Infusionsoft Web Forms,2025-03-28T11:54:20.883Z,no,1.0,CWE-79,1.0
CVE-2025-31435,WordPress Microblog Poster plugin <= 2.1.6 - Cross Site Request Forgery (CSRF) to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Efficient Scripts Microblog Poster allows Stored XSS. This issue affects Microblog Poster: from n/a through 2.1.6.,7.1,Efficient Scripts,Microblog Poster,2025-03-28T11:54:20.247Z,no,1.0,CWE-352,1.0
CVE-2025-31437,WordPress WP-OGP <= 1.0.5 - Cross Site Scripting (XSS) Vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in David Miller WP-OGP allows Stored XSS. This issue affects WP-OGP: from n/a through 1.0.5.,5.9,David Miller,WP-OGP,2025-03-28T11:54:19.620Z,no,1.0,CWE-79,1.0
CVE-2025-31438,WordPress WP Supersized <= 3.1.6 - Cross Site Request Forgery (CSRF) Vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Benoit De Boeck WP Supersized allows Cross Site Request Forgery. This issue affects WP Supersized: from n/a through 3.1.6.,4.3,Benoit De Boeck,WP Supersized,2025-03-28T11:54:19.014Z,no,1.0,CWE-352,1.0
CVE-2025-31439,WordPress Browser Caching with .htaccess 1.2.1 - Cross Site Request Forgery (CSRF) Vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in tobias_.MerZ Browser Caching with .htaccess allows Cross Site Request Forgery. This issue affects Browser Caching with .htaccess: from 1.2.1 through n/a.,5.4,tobias_.MerZ,Browser Caching with .htaccess,2025-03-28T11:54:18.359Z,no,1.0,CWE-352,1.0
CVE-2025-31440,WordPress Terms of Use plugin <= 2.0 - Cross Site Request Forgery (CSRF) to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Strategy11 Team Terms of Use allows Stored XSS. This issue affects Terms of Use: from n/a through 2.0.,7.1,Strategy11 Team,Terms of Use,2025-03-28T11:54:17.694Z,no,1.0,CWE-352,1.0
CVE-2025-31441,WordPress WordPress Galleria plugin <= 1.4 - Reflected Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in S WordPress Galleria allows Reflected XSS. This issue affects WordPress Galleria: from n/a through 1.4.,7.1,S,WordPress Galleria,2025-04-01T20:58:09.953Z,no,1.0,CWE-79,1.0
CVE-2025-31443,WordPress KK I Like It plugin <= 1.7.5.3 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Krzysztof Furtak KK I Like It allows Stored XSS. This issue affects KK I Like It: from n/a through 1.7.5.3.,7.1,Krzysztof Furtak,KK I Like It,2025-03-28T11:54:17.030Z,no,1.0,CWE-352,1.0
CVE-2025-31444,WordPress ShowTime Slideshow plugin <= 1.6 - Cross Site Request Forgery (CSRF) to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in youtag ShowTime Slideshow allows Stored XSS. This issue affects ShowTime Slideshow: from n/a through 1.6.,7.1,youtag,ShowTime Slideshow,2025-03-28T11:54:16.432Z,no,1.0,CWE-352,1.0
CVE-2025-31445,WordPress Pages Order plugin <= 1.1.3 - Reflected Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in NotFound Pages Order allows Reflected XSS. This issue affects Pages Order: from n/a through 1.1.3.,7.1,NotFound,Pages Order,2025-04-01T20:58:10.085Z,no,1.0,CWE-79,1.0
CVE-2025-31446,WordPress WP Cleaner plugin <= 1.1.5 - Reflected Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in jiangmiao WP Cleaner allows Reflected XSS. This issue affects WP Cleaner: from n/a through 1.1.5.,7.1,jiangmiao,WP Cleaner,2025-04-01T20:58:10.295Z,no,1.0,CWE-79,1.0
CVE-2025-31447,WordPress NertWorks All in One Social Share Tools <=1.26 - Cross Site Request Forgery (CSRF) Vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in nertworks NertWorks All in One Social Share Tools allows Cross Site Request Forgery. This issue affects NertWorks All in One Social Share Tools: from n/a through 1.26.,5.4,nertworks,NertWorks All in One Social Share Tools,2025-03-28T11:54:15.810Z,no,1.0,CWE-352,1.0
CVE-2025-31448,WordPress Simple Trackback Disabler <= 1.4 - Cross Site Request Forgery (CSRF) Vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in misteraon Simple Trackback Disabler allows Cross Site Request Forgery. This issue affects Simple Trackback Disabler: from n/a through 1.4.,5.4,misteraon,Simple Trackback Disabler,2025-03-28T11:54:15.160Z,no,1.0,CWE-352,1.0
CVE-2025-31449,WordPress The Visitor Counter plugin <= 1.4.3 - Cross Site Request Forgery (CSRF) to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in EricH The Visitor Counter allows Stored XSS. This issue affects The Visitor Counter: from n/a through 1.4.3.,7.1,EricH,The Visitor Counter,2025-03-28T11:54:14.548Z,no,1.0,CWE-352,1.0
CVE-2025-31450,WordPress Toggle Box <= 1.6 - Cross Site Scripting (XSS) Vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in phantom.omaga Toggle Box allows Stored XSS. This issue affects Toggle Box: from n/a through 1.6.,6.5,phantom.omaga,Toggle Box,2025-03-28T11:54:13.920Z,no,1.0,CWE-79,1.0
CVE-2025-31451,WordPress wBounce <= 1.8.1 - Cross Site Scripting (XSS) Vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in kevinweber wBounce allows Stored XSS. This issue affects wBounce: from n/a through 1.8.1.,6.5,kevinweber,wBounce,2025-03-28T11:54:13.268Z,no,1.0,CWE-79,1.0
CVE-2025-31452,WordPress WP Ultimate Search <= 2.0.3 - Cross Site Scripting (XSS) Vulnerability,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Mindshare Labs, Inc. WP Ultimate Search allows Stored XSS. This issue affects WP Ultimate Search: from n/a through 2.0.3.",6.5,"Mindshare Labs, Inc.",WP Ultimate Search,2025-03-28T11:54:12.630Z,no,1.0,CWE-79,1.0
CVE-2025-31453,WordPress YouTube SimpleGallery <= 2.0.6 - Cross Site Scripting (XSS) Vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Stian Andreassen YouTube SimpleGallery allows Stored XSS. This issue affects YouTube SimpleGallery: from n/a through 2.0.6.,6.5,Stian Andreassen,YouTube SimpleGallery,2025-03-28T11:54:12.005Z,no,1.0,CWE-79,1.0
CVE-2025-31454,WordPress Delete Post Revision plugin <= 1.1 - Reflected Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in NotFound Delete Post Revision allows Reflected XSS. This issue affects Delete Post Revision: from n/a through 1.1.,7.1,NotFound,Delete Post Revision,2025-04-01T20:58:10.502Z,no,1.0,CWE-79,1.0
CVE-2025-31455,WordPress Limit Max IPs Per User plugin <= 1.5 - Reflected Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in NotFound Limit Max IPs Per User allows DOM-Based XSS. This issue affects Limit Max IPs Per User: from n/a through 1.5.,7.1,NotFound,Limit Max IPs Per User,2025-04-01T20:58:10.662Z,no,1.0,CWE-79,1.0
CVE-2025-31456,WordPress Ultimate Security Checker plugin <= 4.2 - Cross Site Request Forgery (CSRF) to Security Rescan vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in bsndev Ultimate Security Checker allows Cross Site Request Forgery. This issue affects Ultimate Security Checker: from n/a through 4.2.,4.3,bsndev,Ultimate Security Checker,2025-03-28T11:54:11.374Z,no,1.0,CWE-352,1.0
CVE-2025-31457,WordPress LWS SMS <= 2.4.1 - Cross Site Request Forgery (CSRF) Vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Aurélien LWS LWS SMS allows Cross Site Request Forgery. This issue affects LWS SMS: from n/a through 2.4.1.,5.4,Aurélien LWS,LWS SMS,2025-03-28T11:54:10.747Z,no,1.0,CWE-352,1.0
CVE-2025-31458,WordPress Video Embedder plugin <= 1.7.1 - Cross Site Request Forgery (CSRF) to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in forsgren Video Embedder allows Stored XSS. This issue affects Video Embedder: from n/a through 1.7.1.,7.1,forsgren,Video Embedder,2025-03-28T11:54:10.116Z,no,1.0,CWE-352,1.0
CVE-2025-31459,WordPress Login Alert plugin <= 0.2.1 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in PasqualePuzio Login Alert allows Stored XSS. This issue affects Login Alert: from n/a through 0.2.1.,7.1,PasqualePuzio,Login Alert,2025-03-28T11:54:09.505Z,no,1.0,CWE-352,1.0
CVE-2025-31460,WordPress OmniLeads Scripts and Tags Manager plugin <= 1.3 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in danielmuldernl OmniLeads Scripts and Tags Manager allows Stored XSS. This issue affects OmniLeads Scripts and Tags Manager: from n/a through 1.3.,7.1,danielmuldernl,OmniLeads Scripts and Tags Manager,2025-03-28T11:54:08.859Z,no,1.0,CWE-352,1.0
CVE-2025-31461,WordPress NanoSupport plugin <= 0.6.0 - Reflected Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in NotFound NanoSupport allows Reflected XSS. This issue affects NanoSupport: from n/a through 0.6.0.,7.1,NotFound,NanoSupport,2025-04-01T20:58:10.861Z,no,1.0,CWE-79,1.0
CVE-2025-31462,WordPress CGM Event Calendar <= 0.8.5 - Cross Site Scripting (XSS) Vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in rzfarrell CGM Event Calendar allows Reflected XSS. This issue affects CGM Event Calendar: from n/a through 0.8.5.,7.1,rzfarrell,CGM Event Calendar,2025-04-01T20:58:11.039Z,no,1.0,CWE-79,1.0
CVE-2025-31463,WordPress TGG WP Optimizer <= 1.22 - Cross Site Scripting (XSS) Vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Preetinder Singh TGG WP Optimizer allows Stored XSS. This issue affects TGG WP Optimizer: from n/a through 1.22.,5.9,Preetinder Singh,TGG WP Optimizer,2025-03-28T11:54:08.216Z,no,1.0,CWE-79,1.0
CVE-2025-31464,WordPress Text Selection Color <= 1.6 - Cross Site Scripting (XSS) Vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Nazmur Rahman Text Selection Color allows Stored XSS. This issue affects Text Selection Color: from n/a through 1.6.,5.9,Nazmur Rahman,Text Selection Color,2025-03-28T11:54:07.604Z,no,1.0,CWE-79,1.0
CVE-2025-31465,WordPress Better Section Navigation Widget <= 1.6.1 - Cross Site Scripting (XSS) Vulnerability,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS) vulnerability in cornershop Better Section Navigation Widget allows Stored XSS. This issue affects Better Section Navigation Widget: from n/a through 1.6.1.,6.5,cornershop,Better Section Navigation Widget,2025-03-28T11:54:06.845Z,no,1.0,CWE-79,1.0
